video_id,title,description,channel,published,views,likes,comments
PTLfj3dNQTc,"Glossier Haul &amp; Makeup Tutorial | Review, Demo &amp; Wear Test | 2020","Hey guys, today I test out Glossier for the first time. I show you all the things I bought and do a wear test on them throughout the ...",Chloe Jade Beauty & Travel,2020-10-03T17:00:08Z,128,3.0,0.0
goGlrQXRuss,"DETAILED Glossier Demo |Stretch Concealer G4, Cloud paint, Future Dew, Boy Brow| Brown Skin","Hi :) :) In this video, I demo glossier products on my face. I don't see a lot of Youtube videos with women wearing my shade so I ...",MGXL,2020-01-06T18:07:19Z,974,43.0,9.0
YU7kIMOnhYg,Skin Tint Series: Glossier,Welcome to the skin tint series where I am testing out several skin tints to find the best one out there so that you don't have to!,Katelyn Williams,2021-08-25T11:00:24Z,68,3.0,0.0
VIzbxhAVsxs,My new #fav #blush from #glossier #blushhack #makeupshorts #makeuphack #wocmakeup #woc #blushtrend,,Kinah Harris,2022-05-05T16:15:50Z,1715,47.0,0.0
qEktUXpvOvA,"CLEAN BEAUTY DUPE | Armani Luminous Silk, Glossier Boy Brow &amp; MORE!",We are talking all about a clean beauty dupe and an alternative for your favorite conventional products! A Clean beauty dupe can ...,The Clean Beauty Code,2020-04-07T17:00:19Z,2020,75.0,11.0
Nrthsjdsbdw,"GLOSSIER Makeup REVIEW / Skin Tint, Boy Brow, Generation G and more","In this video, I review several makeup products from Glossier! PRODUCTS USED Glossier Skin Perfecting Tint Glossier ...",Mikaela South,2017-02-21T19:20:09Z,39013,282.0,30.0
HuJR_RTLUaQ,USING GLOSSIER BOY BROW FOR FAUX FRECKLES??? Sun Kissed + Faux Freckles Summer No-Makeup Makeup Look,"Please like and subscribe to my channel! It'll be very appreciated! Also, follow me on my Instagram! MAKEUP INSTA: ...",JuliaCostanzo,2020-05-14T16:00:12Z,1005,29.0,6.0
-q1bTKlEO5c,GLOSSIER: What Worked &amp; Didn&#39;t Work,Want to try Glossier? Watch to see what worked and didn't work for me! Products mentioned in this video: Milky Jelly Cleanser: ...,Jamie Rose,2018-01-29T02:07:08Z,24,1.0,0.0
2gDZhumWIcM,Elf cosmetics brow gel vs Joah brow gel; which ones better?🫢 (All day wear test),,livmagical,2022-08-04T20:59:35Z,629,6.0,2.0
lsx94LQmW6g,Trying Glossier Makeup!! Wear Test + First Impressions,Full face of Glossier makeup with Samantha Jane - SUBSCRIBE to my channel for more reviews: http://bit.ly/samanthajanesub.,Samantha Jane,2020-11-15T12:06:53Z,11362,413.0,65.0
SHBtLTqeevs,Hope Glossier brings back their Holiday Eye-Stars Kit✨ #makeupshorts #glossier #unboxing,,Strut With Susan,2022-12-01T04:20:26Z,408,,0.0
dr5NJHp5Tck,Finally Bought Myself Glossier! | MIKKARTE,I can finally afford to get myself Glossier makeup!!! Happiest moment of 2021. Lol.,Mikka,2021-12-15T12:31:21Z,35,3.0,0.0
GaZEOKpJBN8,Glossier Review - How to use Boy Brow &amp; Cloud Paint on dark skin &amp; demo,Hello! Here is my Glossier review/demo and how to use the Boy Brow and Cloud Paint that I picked up at the NYC showroom.,NoireTropicalBeauty,2017-06-21T18:00:01Z,373,9.0,2.0
53YddzR9R9I,TESTING GLOSSIER - Make up &amp; Skincare,FOLLOW ME ☆ Instagram - leahturner2 ☆ Twitter - LeahT8 ☆ Contact/Business Enquiries - leahturner@sharptalent.co.uk ...,Leah Turner,2021-01-27T19:00:01Z,1106,44.0,6.0
0axwONqf3Rc,Brow Gel @colourpopcosmetics #colourpop #browgel #colourpopcosmetics #makeup #review,,Gaby Morantes,2023-08-22T15:12:29Z,3334,53.0,1.0
CNuxC3FjUco,glossier product #short,eyes #cosmetics #makeupaddict #lipstick #skincare #instabeauty #lips #instamakeup #lashes #makeupjunkie #motd #stylish ...,face shop,2021-09-20T15:59:21Z,1122,24.0,0.0
AlgFaPDd3Oc,GRWM: full face of Glossier products 💄 #makeup #glossier,,Brigitte ,2023-02-27T18:35:21Z,138,4.0,1.0
StaJPsw2W8A,does glossier’s perfecting skin tint give ANY COVERAGE❔(PART 1),Need some one on one skincare help? Book a virtual skin consultation with me! https://www.skinfluencedbypamyla.com.,pamyla’s world 🪐,2021-09-14T17:35:00Z,79347,3273.0,27.0
ksgxFZUGx2U,"FULL FACE OF GLOSSIER MAKEUP &amp; SKINCARE ON DARK SKIN! P11,000 ANG GASTOS PARA LANG SA WALA?!",helloooo mga cuuurls! so ayan na ng po we are gonna try glossier's makeup and skincare products kung tunay nga bang ...,Johnreyslife,2021-04-13T10:00:11Z,31385,,200.0
-ie6qOAA-28,Which of these brow mascaras work best? Glossier l Rodan and Fields l Thrive Causemetics,Which of these brow products work best? Glossier Boy Brow? Rodan and Fields Brow Defining Boost? Thrive Causemetics Instant ...,itselainesworld,2021-05-24T12:15:01Z,1310,14.0,3.0
pBfpJH2-rhI,( #shorts )3樣最愛歐美網紅品牌Glossier產品💄💋🍒❤️ First Glossier products I fell in love with?,用完這三樣產品之後入坑Glossier Boy Brow #Clear Generation G #Cake Haloscope #Quartz And boo-yaaa! Become a Glossier ...,SIRI IN MY IPHONE,2022-06-16T10:30:24Z,156,12.0,0.0
0B5c77lYxpA,Full Face of Glossier⎮Maggie Fyvie,"Hey y'all! Today we are doing a full face of Glossier! This brand is very famous for the ""no makeup makeup"" look, and Grandma ...",Maggie Fyvie,2018-08-05T19:31:33Z,133,5.0,1.0
oQcZm3fr2fA,glossier unboxing + testing ☁️,hopefully the humor of me trying to test makeup as someone who doesn't wear much makeup will get you through 12 minutes of ...,vinylflower,2018-03-19T00:52:02Z,946,50.0,6.0
3pi1P-EeKek,Glossier Generation G,Glossier Generation G © Glossier.,dayuhan PH,2019-10-28T05:12:36Z,208,0.0,0.0
O5_wtqNUf68,GLOSSIER BROW FLICK....NOT what I expected!!,"Hey, Guys! (WATCH IN HD) So the ads on Instagram finally got me and I bought the Glossier Brow Flick! I am showing you guys ...",KathleenLights,2019-08-28T22:04:47Z,469180,14875.0,2591.0
en4Lwm7dAY0,Love this @Glossier concealer! Have you tried it? #glossier #makeup #concealer,,Taylor Read,2022-11-01T20:00:11Z,3426,49.0,4.0
ddSQ9VzmQ3w,#shorts #eyeshadow #makeup Glossier Lidstar in the shade slip swatch on Indian skin tone,,Tanisha Blends,2023-06-04T07:52:04Z,497,9.0,0.0
wxwQo9YrHEY,Trying Glossier for the first time,trying out the CUTEST makeup brand!! We are the worst make up guru but I hope y'all like it anyway. Ily.,Jaimie Nicole Bitancor,2021-01-21T09:20:44Z,2026,164.0,10.0
3YG0F3YOxjE,rare beauty | first impression + full day wear test | how rare is it?,"Hello internet, exciting video today! I am testing out Selena Gomez's new makeup line, Rare Beauty, and the new mascara from ...",Cecilia Fan,2020-09-06T17:45:01Z,10113,216.0,18.0
YUIoDi95gG8,Full Face of Glossier (First Impressions + 10 Hour Wear Test),I was so tired I forgot to make a thumbnail.. for my covers I'm too lazy to put in the effort but I feel like makeup related things really ...,Kaitlin Belle,2018-12-12T02:56:34Z,351,14.0,0.0
0p8t0e926Og,"EVERYTHING GLOSSIER-Skin Tint, Stretch Concealer, Haloscope, Boy Brow, BrowFlick,Futuredew and MORE!","My esthetic is the no make up make up look AND Glossier supports Black Beauty Brands, so lets have fun with this your skin but ...",Mom Of My Mom,2020-06-28T15:51:24Z,5726,306.0,56.0
sOSOX4GdzC4,GRWM | Glossier,Hi guys! This is my first time using glossier products and i have to say that i love them.. with the tint even after I take all my makeup ...,Odry Southerland,2016-10-27T23:51:28Z,11322,317.0,9.0
VSPsznmrhoA,HUGE No Makeup Makeup Aesthetic Haul + The Ultimate Brow Gel Test,"I haven't done this in forever. Ya'll know, I hardly ever buy, let alone wear, makeup. But today I am diving into some new products ...",Lisa 'Lisbug' Schwartz,2022-09-15T16:00:17Z,2467,186.0,36.0
kTEu-rQ20MA,Easy and quick soft glam look using Glossier Products #shorts,"This is a soft, glowy minimalistic makeup routine! GRWM glossier cloudpaint #shorts Get Ready with Me with this simple easy ...",Once Upon A Gurmeet,2021-03-19T14:27:19Z,148,14.0,10.0
18tFcekhRPQ,The Best Makeup Dupes Part 6! #shorts,These makeup dupes really changed my life! Save some coin and try these drugstore dupes vs. high end products. I'll link the ...,Lauren Lehnen,2021-07-01T00:23:26Z,1094,68.0,0.0
p3VJu8bhQL0,Glossier Wowder 30 Second Tutorial at the Glossier NYC Showroom!,Getting Glossier Wowder quickly applied at the Wowder launch on 8/1/17. Full review and tutorial coming!,glitterngold03,2017-08-03T01:41:31Z,480,2.0,0.0
d9a2eYKqTi8,"GLOSSIER LIDSTAR Review, Swatches, Tutorial &amp; Wear Test | Spring Smokey Eye Tutorial","Hello everyone, in today's video I will be reviewing the NEW Glossier Lidstar liquid eyeshadows. There will be swatches, a spring ...",FoodishBeauty,2018-03-12T20:48:39Z,1886,44.0,22.0
n2QezOIsEHs,Glossier: Gettin’ Glossy with Glossier! | Beauty Break | Tatiana Donaldson x Azema Hossain | (2019),"Serving dewy, glossy, and glowy all winter long with @glossier I honestly had way to much fun creating this look with muse ...",Tatiana Donaldson,2019-02-20T17:46:39Z,412,14.0,7.0
tJ_YjtrqCW4,Glossier Haul! (&amp; Discount Code!) // Fall 2021,"Thank you so much for watching! Don't forget to like, comment, and subscribe! Switch the video quality to 1080p for a better ...",Shannon LeRoy,2021-10-09T21:36:16Z,439,11.0,0.0
xtuN2of1k00,"FLORENCE BY MILLS | Clean, Affordable Makeup by Millie Bobby Brown | Wear Test + Honest Review","Hello, beautiful Blushfam! Today we are testing out a whole BUNCH of new makeup from Millie Bobby Brown's clean beauty line, ...",Kackie Reviews Beauty,2019-10-31T18:00:15Z,9797,301.0,27.0
2mER-UkVSy8,BEST Brow Gel? Swipe Up™️ Brow Gel! @PersonaCosmetics,Thank you so much for watching! Open for discounts and more! Y'all already know my love for Persona Cosmetics. I reached out ...,Libby,2021-09-07T14:00:02Z,513,15.0,11.0
nzSILAJ4ZKA,"Glossier Haul | Skin Tint, Stretch Concealer, Boy Brow, Lash Slick, Cloud Paint","Thank you so much for watching! Don't forget to like, comment, and subscribe! Switch the video quality to 1080p for a better ...",Shannon LeRoy,2021-08-11T17:00:35Z,219,18.0,7.0
QJW4vmMplgs,FULL FACE OF GLOSSIER | Chatty review &amp; life update,"Glossier is finally in Sephora, and finally in Canada! I picked up a bunch of products and tested them. All products were purchased ...",Laura Luminary,2023-03-07T22:00:13Z,71,4.0,0.0
AEX6H1hGYyE,FULL FACE OF GLOSSIER MAKEUP 💕,,Yana,2022-12-03T19:03:29Z,221186,20338.0,99.0
NroLfffGfdw,FULL FACE OF GLOSSIER MAKEUP | WEAR TEST | is it worth the hype…,I DO NOT OWN THE RIGHT TO PROVIDED MUSIC* Hi Besties! Welcome back to my Channel ♡ ALL PRODUCTS USED ...,Weston,2018-11-07T22:12:58Z,616,39.0,7.0
YP4T0jYSWrw,finally got my glossier stuff!!,i was a bit too excited in this vid hehe comment down below if you want a review of any product!! Find us on Instagram: ...,saraahiscool,2018-08-15T13:42:34Z,409,17.0,7.0
qKOzUoVl53k,Is clear mascara better than eyebrow gel?   What is the difference between brow gel and mascara?,Is clear mascara better than eyebrow gel? What is the difference between brow gel and mascara? Watch more Videos ...,yes OR no,2021-09-15T03:30:09Z,45,0.0,0.0
6ZflU0kLnr8,full face of glossier / first impressions,hello! I've been waiting to try so many Glossier products and I'm so glad I could film a video of it! I loved every product because ...,Kathleen Gurango,2019-08-04T23:06:13Z,928,52.0,14.0
3EG9iWxwZkc,Glossier Lidstar,Glossier Lidstar © Glossier.,dayuhan PH,2019-10-28T05:48:24Z,161,2.0,0.0
-dJLIpGnPdI,Brow Gel Showdown: Glossier Vs. Drug Store Brands | Natural Brows,"This video covers a comparison of two drugstore alternatives to Glossier Boy Brow, provides tips for applying brow gel, and offers ...",Roniann Mears,2023-03-26T15:55:39Z,689,24.0,2.0
i6nCYu8fJA8,FULL FACE OF GLOSSIER // Glossier brand review ft. full face makeup look,in which I show you all the products I own by Glossier in this brand review featuring a full face makeup look. GLOWY PRIMER ...,Floating in Dreams,2022-10-25T03:00:14Z,728,59.0,25.0
nr8eFC3A0Ow,Glossier Haul tiktok pinterest central,"shorts #tiktok Credit is in the title Tags: tiktok , funny tiktok , new tiktok , tiktok music , tiktok music , tiktok compilation , tiktok meme ...",Danny Ar-Lo ,2022-08-17T14:30:26Z,28,1.0,0.0
RBlCYi8Aa8Y,"GLOSSIER REVIEW | Skincare, Makeup, You &amp; Body Hero | Daniela June",All products were purchased on my own. You can find them here: https://www.glossier.com.,Daniela June,2018-01-09T01:59:50Z,557,15.0,6.0
37_HcczgHVk,"General Favorites 2017: Glossier, Missha Essence, Fashion Favorites + More",Hi everyone! I'm sharing with you all a collection of all my favorite items this year so far (and some from last year as well). So grab ...,Zia Sumi,2017-07-12T04:29:16Z,286,26.0,2.0
DKKtE6YRX2E,Glossier Generation G Lipstick || All 6 Shades!  #shorts,Hey! Thanks for watching this short. I have all of the Generation G lipsticks. I think they're pretty good overall. Very easy to wear ...,Infinite Garden by Beth K,2021-10-13T23:00:03Z,3440,78.0,6.0
upo36qJQ__0,Glossier// One Brand Tutorial,"Whether you love it or hate it, you know there's at least a couple products you want to try. I'm taking you on this little rollercoaster ...",madison glock,2018-10-17T21:47:33Z,297,15.0,2.0
QMBAWL-FWJQ,HUGE GLOSSIER HAUL / Nishi V,Get 10% off your Glossier order with this link: http://bff.glossier.com/hnB31 Huge Glossier haul from my trip to New York. I visited ...,Nishi V,2017-12-19T18:01:40Z,226,10.0,10.0
C5mvyzf1fyM,Full Face Of Glossier November 2021,Hello All thanks for stopping by! ❤️ Use this link to get 10% off your first order - https://re.glossier.com/c6a910e7 Skin Tint Shade ...,Jihan - Annesa,2021-11-10T12:00:03Z,168,10.0,4.0
7vdmnLdOWFs,FIRST IMPRESSION: GLOSSIER PHASE 2 SET  (FIND YOUR SHADE!) - HEYRAYLEE,Haiii there! Raylee here! Glossier Phase 2 Set First Impressions is HERE!! If you guys haven't watched my previous video where I ...,HeyRayLee,2018-01-13T16:51:03Z,4079,59.0,3.0
cDu7rRNgkow,first time buying glossier! | tyler wells,"Thanks @Glossier I definitely will be returning very soon! Like, comment & subscribe if you like what you see! SOCIALS: ...",Tyler Wells,2022-02-21T02:10:41Z,239,14.0,7.0
w5vGfcstPPk,"glossier haul | lash slick, boy brow, future dew, + milky jelly","Welcome back! In this week's video I go into an honest review of the Emily Wiess set which includes lash slick, boy brow, future ...",Bre Hess,2020-12-12T23:00:30Z,132,2.0,3.0
gEImJxbYtFc,*mostly* Glossier summery makeup look,"Hey, friends! Decided to film this last minute and I'm a little bit of a hot mess (as usual) but wanted to play with some makeup I ...",Ariana Geisser,2022-03-17T19:43:31Z,44,3.0,0.0
efdmC9UrhgM,10 Minute MakeupTutorial | ft. Glossier | DidiLand,I can't believe it's May already! This is my everyday natural makeup look. Hope you like it! Product info here: CAUDALIE Beauty ...,didiland,2020-05-01T12:31:54Z,734,39.0,12.0
ZQ7FOSHOvQk,TESTING GLOSSIER EYELINER,Have you tried out the new glossier eyeliner yet? Here is me trying the new glossier eyeliner and giving my opinion on it.,Katelyn Williams,2020-01-10T22:44:53Z,510,10.0,4.0
9DGhJNd-Sgc,Experimenting with glossier play with my boyfriend | Glossier giveaway | Makeup practice ep. 2,Skip to 7:00 to see the review Sorry for how I'm cropped and out of focus I am in some parts of the video I'm still trying to find the ...,Blvck Kazumi,2019-03-11T04:28:56Z,329,27.0,36.0
HSOLD3Xf81Y,(FINALLY) TESTING GLOSSIER MAKEUP! WHAT&#39;S ALL THE HYPE ABOUT? FIRST IMPRESSIONS + REVIEW!,SUBSCRIBE & TURN ON NOTIFICATIONS: http://bit.ly/1KZZQ3e ▷ PRODUCTS MENTIONED: Skin Tint ...,STEPHANIE TOMS,2020-03-24T19:47:24Z,101441,4375.0,248.0
SClAxEMYtWg,AVERAGE GIRL TRIES GLOSSIER LIDSTAR EYESHADOWS - TESTING + FIRST IMPRESSIONS | LUCY WOOD,"If it's good enough for Beyonce then it's good enough for me, so today we're testing the new Glossier Lidstar eyeshadows with an ...",Lucy Wood,2018-03-11T16:00:02Z,40217,1079.0,246.0
TjPiFai7ZSM,My first time trying Glossier...,My first time trying Glossier did not go at all as I had expected.. I had never tried Glossier before because I feel like they are more ...,Ashton Cook,2021-09-16T12:44:12Z,40,4.0,0.0
rzeAhITq73c,"GLOSSIER $100 HAUL + DEMOS! wowder, clear boy brow, &amp; GLOSSIWEAR 😍",this was a good haul. i am 505Sydney on IG.,Sydney Taylor,2020-01-19T02:57:39Z,401,12.0,3.0
A8I_kU1VdkY,ColourPop Brow Boss Gel Review + Wear Tested Response,Using ColourPop Brow Boss Gel for the first time. Does it hold well? Does it stay all day? Watch to find out! light brown ...,ALN Beauty Bar,2020-12-07T13:37:45Z,643,11.0,1.0
axyJxsxf4Ck,let&#39;s do our Makeup✨ together✨trying New Glossier💄‼️ #shorts #eyemakeup #youtubeshorts,Glossier eye makeup/ let's do our makeup together✨  /glossier makeup #makeup #glossier #eyemakeup #beauty ...,Ayesha's Secret kitchen,2023-04-10T12:27:25Z,1961,43.0,0.0
iGg1YJVAqrE,CLEAN GIRL MAKEUP LOOK  | Using Glossier and Maybelline products!,Hey guys welcome back! Here is a video of me attempting to do the clean girl makeup look! What do you think? Did I achieve the ...,Angeline Kabigting,2023-02-11T01:00:30Z,1057,39.0,6.0
zB84NscuZWU,Glossier x Milkbar Balm Dot Com,Buy Glossier x Milkbar Balm Dot Com: https://www.glossier.com/reps/lizbeth Momofuku Milkbar Birthday Cake Recipe: ...,Lizbeth V. Hernandez ,2017-06-08T06:16:14Z,29588,338.0,21.0
wtfKPeOlc1Q,My Natural No-Make-Up Make Up (Ft. Glossier Review) | 5 minutes Daily Make-Up,"Hey there, If you are looking for an easy, everyday make-up look that is natural and minimalistic, please watch this video! Products ...",Universe City,2020-08-15T19:49:08Z,833,10.0,3.0
Sl30emjJPaU,ARRIVE Beauty Skin Boost Wear Test | $26 Holy grail or just another skin tint?,"Arrive Beauty is a brand that's been popping up on my feed A LOT. And as we know, lots of ads doesn't necessarily mean a ...",Kackie Reviews Beauty,2020-03-20T19:06:05Z,9086,407.0,74.0
KigsvKg7l-U,Glossier Cloud Paints VS Their Dupes,Visit our site at https://www.calyxta.com/ Subscribe to our channel! https://www.youtube.com/Calyxta/ Get social with us ...,Calyxta,2019-01-24T08:34:23Z,1027,8.0,0.0
RP4fzd8k5Hw,testing glossier. (i get a little too excited over cute makeup),hey loves!!! i finally got to test out a full face of glossier makeup :) Don't forget to SUBSCRIBE :) http://bit.ly/Sub2HaleyCroft this ...,Haley Croft,2018-09-28T23:34:55Z,4565,161.0,33.0
OBynpTwIhbE,$300 Worth Of Glossier | Full Face Of Glossier,Y'all really wanted a first impressions of my glossier haul! Today I'm testing out a full face of glossier! Let me know how you think it ...,Lundyn,2021-06-30T19:47:09Z,262,17.0,8.0
sJZ0IvnFNBI,lidstar // glossier // swatches,,vera,2018-03-24T00:26:31Z,427,13.0,1.0
WUXQY4FUPfg,Premières impressions + avis sur GLOSSIER !,"Qu'est-ce que je pense de la marque Glossier ?! Eh ben je ne sais pas, je vais découvrir en même temps que vous ^^ Cette ...",Cynthia Dulude,2019-02-23T12:00:05Z,72188,4144.0,166.0
vqPCrfWMfDw,Review: Glossier Perfecting Skin Tint: Sheer Skin Enhancer,,EtO-Free Skincare,2021-10-31T17:00:40Z,2170,14.0,0.0
ka0oCM79o4A,Glossier Check!,hey my account is dedicated to posting aesthetic tiktoks! Follow ...,Aesthetic Grwm19,2020-05-20T07:11:24Z,124,4.0,1.0
FP-fX6Hxwhs,NEW GLOSSIER LIDSTAR- REVIEW AND WEAR TEST,Hello! Thanks for watching! This is a review of the new glossier lidstar eye shadows! Want more?,Molly Maguire,2018-03-13T17:19:39Z,480,11.0,5.0
TK9fWWTTDlg,GLOSSIER REVIEW | a comprehensive guide to Glossier,Hi everyone! Today I am sharing my complete guide to #glossier I have tried so many products over the years- so here are my ...,evlady,2022-10-27T22:17:36Z,809,12.0,3.0
gcE6FUeeZ-M,PHYSICIAN&#39;S FORMULA ORGANIC WEAR vs ILIA TRUE SKIN SERUM FOUNDATION | Wear Test Gone WRONG.,"Welp, this didn't go to plan AT ALL. I'm posting this video to share some unexpected info about Physician's Formula and their new ...",Kackie Reviews Beauty,2020-03-03T15:38:28Z,20270,603.0,92.0
y43bYTSqf2o,"VLOG: GLOSSIER HAUL First Impressions 2021, Easy Appetizers/Snack Ideas, Real Life Saturday",PREVIOUS VIDEO: https://www.youtube.com/watch?v=lQS2-LpNGB0&t=966s ...,Diana & Taras,2021-02-17T14:19:20Z,653,30.0,6.0
BnbxIdmznvE,GLOSSIER COLLECTION!!,hello this is my first vid Lemme know in the comments If u wanna know about the glossier products.,spicy chee,2020-04-02T07:34:55Z,58,0.0,0.0
U5HmYRmz8DM,"Full Face of Glossier, Video Blog - Episode 2",Today I am trying out a full face using Glossier! Hope you enjoy ig: izzysquilla.,Izzy Squilla,2020-09-23T20:47:30Z,31,6.0,0.0
VsK0imnSxpw,*Almost* Full-Face &quot;Glossier Girl&quot; Inspired Self-Portrait Photoshoot,Hey there beautiful! I was so ecstatic about my glossier hoodie that I decided to have an entire self-portrait shoot to show it off.,Becoming Whit,2020-05-29T05:11:20Z,137,11.0,2.0
RK4C9dmXNyc,half face of glossier vs half face of colourpop,"after my full face of colourpop video i posted several months ago, i got so many requests to do a half face of glossier vs half face of ...",Chessie Domrongchai,2020-03-24T21:28:17Z,31825,973.0,99.0
tzzh_lqUTsk,Glossier REVIEW+DEMO (Lip gloss X boybrow X lashslick),Please subs and comment some quesions. contact me ( guerlineedouard7@gmail.com) my socials medias acoount ...,Guerlinebeauty 7,2018-10-19T01:04:39Z,194,14.0,7.0
xT-3z_r2YgQ,GLOSSIER BROW FLICK DUPE!? // EASY BROW PEN TUTORIAL! NYX LIFT AND SNATCH BROW TUTORIAL 2022,Hey! Today I'm reviewing the NYX lift and snatch brow pen! I'm also going to show you some of my techniques on how to use a ...,Abiyah Yisrael,2022-06-03T11:30:13Z,549,9.0,4.0
1viBylQnE48,summer makeup routine ft. glossier,"glossier please sponsor me. Stay Stellar, Chloë Fontenot Instagram @oncloudnineties Tublr @chloetheteenagewitch Spotify ...",Chloë Fontenot (OnCloudNineties),2018-07-25T16:30:01Z,113,5.0,5.0
wB4aFGdv6Hc,"TESTING GLOSSIER MAKE UP | almost a full face, futuredew, cloud paint, ultra lip &amp; more!",Thanks for all the lovely comments on my community post! I'm feeling much better. **Fancy 10% off glossier?,Becky Reynolds,2021-07-15T15:44:57Z,2614,187.0,40.0
ZakrOx90Zrs,OMG Most NATURAL Makeup EVER?! Full Face of Glossier | Review/GRWM | No Foundation,"Hello my glossy frands!! Today's GRWM style makeup tutorial is a long time coming, I've been testing out these Glossier products ...",Sarah Warren 💜,2018-08-18T19:06:22Z,2464,39.0,9.0
19_-0HkPBe4,5 MINUTE FACE OF GLOSSIER | Quick + Easy Makeup That Looks Good In Real Life!,"Hello, Blushfam! Today I'm kicking off my “5 Minute Faces” Series with a deep dive on my old friend Glossier. Glossier offers an ...",Kackie Reviews Beauty,2020-06-17T17:42:48Z,13250,688.0,117.0
cs6hbUPcEAs,The Eye Stars Holiday Kit 🤩 #glossier,,Glossier,2022-11-20T18:35:56Z,11800,229.0,3.0
8Ygt9J7cUig,Open My Glossier Tiktok livewithdaisy,viral #tiktok #tiktoklife #shorts Open My Glossier Tiktok livewithdaisy Credit is in the title. If you want me to add more credit or ...,Viral Wine,2021-09-17T16:36:17Z,106,7.0,0.0
NTYmsBWtBWk,GLOSSIER MAKEUP HAUL + FIRST IMPRESSIONS,I finally tried Glossier makeup!!! I'm showing you my haul and testing the products out to give you my first impressions of this ...,Trina Duhra,2019-03-29T20:00:46Z,27389,466.0,46.0
tKVDtel19MU,GLOSSIER HAUL: boy brow &amp; balmdotcom,I ordered a couple things from glossier because I just really am jealous of Instagram models who get their pr packages and stuff!,Kassi Johnson,2018-11-28T17:21:55Z,114,9.0,7.0
tq5dTJn-XE4,*NEW* KOSAS REVEALER FOUNDATION | First Impressions &amp; 8-Hour Wear Test,Thanks for watching! :) Products I used in this video: KOSAS Revealer Skin-Improving Foundation in Light Neutral 140: ...,Audra Benish,2022-05-19T17:00:36Z,223,1.0,0.0
Opd9dLDDrn4,Testing GLOSSIER Makeup &amp; Fragrance | Sephora,"Hello, my Beauty Family! Let's try Glossier makeup and fragrance together to see if it is worth your money. Have you tried anything ...",Viktoriia S Beauty,2023-03-12T17:00:26Z,171,37.0,73.0
lfbJnvji9ho,Glossier You First Impressions,"Gave you my first impression about Glossier's New Perfume!! If ya like it, please shop my link: ...",Lizbeth V. Hernandez ,2017-10-24T08:14:00Z,14398,108.0,20.0
qxbkzGDR61w,Indian Festive Makeup Look| Durga Puja/Navratri Makeup| Soft Teal &amp; Peach| Glossier Boy Brow,"Be festive-ready with this soft teal and peach makeup! Wear the subtle glam look for the day or the night, mix and match any ...",Reetu,2019-10-05T02:29:32Z,112,14.0,9.0
5BLW3srOtX4,GLOSSIER REVIEW | TRY ON,Happy weekend! :) Hope you all had a wonderful week and even better weekend! This week I tried on all of my Glossier products ...,Erika's Beauty Corner,2020-11-07T18:27:51Z,377,26.0,11.0
v0llnCtA2gc,"FINALLY TRYING GLOSSIER (I mean, it&#39;s okay...)","I am finally (!!) trying Glossier and sharing my thoughts on the 6 products I picked up. And well, I mean, it's okay... This text does ...",Angelica Nyqvist,2021-08-30T13:45:30Z,11824,1262.0,174.0
YWY3zv3BDIM,"JulienXShirley| Natural Vibe Glossier makeup, LOVING IT :)",Glossier #naturalmakeup #dewymakeup Glossier futuredew oil serum Glossier perfecting skin tint: G8 Glossier stretch concealer: ...,JulienXShirley,2020-10-28T12:28:59Z,216,7.0,0.0
v5A5W3XsnYs,a glossier makeup look | Hana Kim,was feelin ~ glossy ~ today so i decided to share with you a makeup look i like to sport. i love glossier because i don't like wearing ...,hana kim,2019-11-16T21:06:46Z,478,31.0,3.0
4V0vvF6dVCQ,NATURAL MAKEUP TUTORIAL + GLOSSIER &amp; COLOURPOP REVIEW| VLOGMAS DAY 8,Decided to make today's vlogmas a makeup tutorial since you guys wanted me to do one! I made sure to use products I ordered ...,Joella Lauron,2017-12-09T05:22:31Z,1793,26.0,
jeIg7pYOd6c,Can Mature Skin Wear Glossier? | Is Glossier Clean? | Glossier Skywash,"Hey sunshine fam! Is Glossier clean and can mature skin wear Glossier? Glossier is marketed towards the millennial crowd, but ...",Debbi Mac,2020-03-18T15:30:10Z,2082,108.0,81.0
vTSiUOvYuAM,"NEW! BITE BEAUTY CHANGEMAKER COLLECTION: Foundation, Primer + Powder Wear Test + Review","Happy self-care Sunday, fam! This was a super exciting video to make because I'm testing out the new Bite Beauty Changemaker ...",Kackie Reviews Beauty,2020-01-19T16:00:10Z,20739,717.0,78.0
YSVcxqiZn9Y,I SPENT $300 ON GLOSSIER... FOR THIS?! | MAKEUP TUTORIAL + REVIEW + HAUL | MyTypeLove NEW,Hey Loves! Sorry I haven't posted a video in a while! I've been busy preparing for the next chapter of my life. I've missed creating ...,MyTypeLove,2020-07-07T18:45:00Z,855,47.0,50.0
hbZGTv0MBrg,Best of Glossier | My Must Have Products,Happy Thanksgiving & Black Friday! ~ WHERE TO FIND ME Instagram: http://bit.ly/2UrXwzx Twitter: http://bit.ly/2OZf8gd ~ CHECK ...,Joanna Spicer,2019-11-26T16:00:08Z,78395,2026.0,122.0
